,origin,destination,aircraft_number,distances,doc,demand,revenue,active_arcs,mach,pax_num,fuel,time,DOC_nd,mach_tot_aircraft,total_fuel,total_distance,total_pax,total_cost,total_time
0,CD1,CD1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,CD1,CD2,6.0,355,6111,451.0,54120,1,0.7385858585858585,68.0,1623.161535194259,57.1983879835186,17.21616036933486,4.431515151515151,9738.969211165553,2130.0,408.0,73332.0,343.1903279011116
2,CD1,CD3,0.0,243,4743,294.0,35280,0,0.6195959595959595,68.0,1041.4039164074059,45.02081284528732,19.51973435872378,0.0,0.0,0.0,0.0,0.0,0.0
3,CD1,CD4,0.0,198,4175,252.0,30240,0,0.5882828282828283,68.0,878.3733624573914,38.36963018374469,21.086260853631824,0.0,0.0,0.0,0.0,0.0,0.0
4,CD1,CD5,3.0,768,12340,313.0,37560,1,0.7448484848484846,68.0,3888.799239277284,115.70092862607416,16.068929858202665,2.234545454545454,11666.397717831853,2304.0,204.0,74040.0,347.10278587822245
5,CD1,CD6,0.0,591,9639,298.0,35760,0,0.7511111111111111,68.0,2893.813382001775,90.95289486939632,16.310763109517442,0.0,0.0,0.0,0.0,0.0,0.0
6,CD1,CD7,0.0,517,8484,192.0,23040,0,0.7448484848484846,68.0,2482.932979957025,79.90342987290845,16.41166183700991,0.0,0.0,0.0,0.0,0.0,0.0
7,CD1,CD8,0.0,589,9610,221.0,26520,0,0.7511111111111111,68.0,2882.838884126115,90.68075673424802,16.31609676667285,0.0,0.0,0.0,0.0,0.0,0.0
8,CD1,CD9,0.0,336,5842,324.0,38880,0,0.7385858585858585,68.0,1524.5901016699818,54.56245012292027,17.389484087329254,0.0,0.0,0.0,0.0,0.0,0.0
9,CD1,CD10,0.0,154,3145,188.0,22560,0,0.5256565656565656,68.0,737.9930575391797,23.016503000461014,20.426258117289752,0.0,0.0,0.0,0.0,0.0,0.0
10,CD2,CD1,0.0,355,6111,451.0,54120,0,0.7385858585858585,68.0,1623.161535194259,57.1983879835186,17.21616036933486,0.0,0.0,0.0,0.0,0.0,0.0
11,CD2,CD2,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,CD2,CD3,5.0,188,4131,342.0,41040,1,0.5632323232323231,68.0,838.9467177941248,38.352006932575875,21.977822785966318,2.816161616161615,4194.733588970624,940.0,340.0,41310.0,191.76003466287938
13,CD2,CD4,0.0,200,4206,469.0,56280,0,0.5882828282828283,68.0,888.4650676235746,38.71074134554189,21.03053495962315,0.0,0.0,0.0,0.0,0.0,0.0
14,CD2,CD5,0.0,672,10913,398.0,47760,0,0.7385858585858585,68.0,3342.8121203341752,103.29802938047865,16.239866876743815,0.0,0.0,0.0,0.0,0.0,0.0
15,CD2,CD6,0.0,620,10112,215.0,25800,0,0.7511111111111111,68.0,3053.5505695959478,95.59207975208034,16.311248961203273,0.0,0.0,0.0,0.0,0.0,0.0
16,CD2,CD7,0.0,781,12539,254.0,30480,0,0.7448484848484846,68.0,3962.6972570225275,117.48596183983888,16.055959831068655,0.0,0.0,0.0,0.0,0.0,0.0
17,CD2,CD8,0.0,243,4743,505.0,60600,0,0.6195959595959595,68.0,1041.4039164074059,45.02081284528732,19.51973435872378,0.0,0.0,0.0,0.0,0.0,0.0
18,CD2,CD9,0.0,690,11185,227.0,27240,0,0.7385858585858585,68.0,3443.000075780878,105.79744383697647,16.211340968555504,0.0,0.0,0.0,0.0,0.0,0.0
19,CD2,CD10,0.0,427,7127,322.0,38640,0,0.7448484848484846,68.0,2002.3551007705144,66.66546858055354,16.692271249729366,0.0,0.0,0.0,0.0,0.0,0.0
20,CD3,CD1,4.0,243,4743,294.0,35280,1,0.6195959595959595,68.0,1041.4039164074059,45.02081284528732,19.51973435872378,2.478383838383838,4165.615665629623,972.0,272.0,37944.0,180.08325138114927
21,CD3,CD2,0.0,188,4033,342.0,41040,0,0.5757575757575757,68.0,833.3220556738148,36.78429170492868,21.456324411044886,0.0,0.0,0.0,0.0,0.0,0.0
22,CD3,CD3,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,CD3,CD4,0.0,215,4405,334.0,40080,0,0.607070707070707,68.0,944.6422283284813,41.07172949356752,20.489915393186102,0.0,0.0,0.0,0.0,0.0,0.0
24,CD3,CD5,0.0,574,9389,300.0,36000,0,0.7511111111111111,68.0,2800.686959396145,88.63960701964578,16.357563677896565,0.0,0.0,0.0,0.0,0.0,0.0
25,CD3,CD6,0.0,463,7699,374.0,44880,0,0.7448484848484846,68.0,2193.5859028367468,72.47546335839337,16.629738919612308,0.0,0.0,0.0,0.0,0.0,0.0
26,CD3,CD7,2.0,595,9698,354.0,42480,1,0.7511111111111111,68.0,2915.772695866847,91.49727329685221,16.300393608430557,1.5022222222222221,5831.545391733694,1190.0,136.0,38792.0,182.99454659370443
27,CD3,CD8,0.0,425,7098,204.0,24480,0,0.7448484848484846,68.0,1991.7671524322081,66.39010254830518,16.703273926171796,0.0,0.0,0.0,0.0,0.0,0.0
28,CD3,CD9,2.0,561,9150,255.0,30600,1,0.7511111111111111,68.0,2729.691508379374,86.12109152374684,16.311582617191142,1.5022222222222221,5459.383016758748,1122.0,136.0,36600.0,172.24218304749368
29,CD3,CD10,0.0,258,4929,192.0,23040,0,0.6634343434343433,68.0,1119.5916289453437,46.72580128857044,19.104908173274875,0.0,0.0,0.0,0.0,0.0,0.0
30,CD4,CD1,3.0,198,4175,252.0,30240,1,0.5882828282828283,68.0,878.3733624573914,38.36963018374469,21.086260853631824,1.7648484848484849,2635.120087372174,594.0,204.0,25050.0,115.10889055123407
31,CD4,CD2,5.0,200,4206,469.0,56280,1,0.5882828282828283,68.0,888.4650676235746,38.71074134554189,21.03053495962315,2.9414141414141417,4442.325338117873,1000.0,340.0,42060.0,193.55370672770945
32,CD4,CD3,4.0,215,4405,334.0,40080,1,0.607070707070707,68.0,944.6422283284813,41.07172949356752,20.489915393186102,2.428282828282828,3778.5689133139253,860.0,272.0,35240.0,164.28691797427007
33,CD4,CD4,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,CD4,CD5,0.0,788,12647,307.0,36840,0,0.7448484848484846,68.0,4002.6132497653857,118.44968547949668,16.049636812101205,0.0,0.0,0.0,0.0,0.0,0.0
35,CD4,CD6,0.0,670,10882,374.0,44880,0,0.7385858585858585,68.0,3331.239060261267,103.02792159389693,16.24317406768989,0.0,0.0,0.0,0.0,0.0,0.0
36,CD4,CD7,0.0,700,11337,291.0,34920,0,0.7385858585858585,68.0,3498.820832056868,107.18564294069039,16.19660900202398,0.0,0.0,0.0,0.0,0.0,0.0
37,CD4,CD8,0.0,406,6824,327.0,39240,0,0.7448484848484846,68.0,1896.5405303864568,63.91628094245421,16.8094299212658,0.0,0.0,0.0,0.0,0.0,0.0
38,CD4,CD9,0.0,519,8514,255.0,30600,0,0.7448484848484846,68.0,2493.7117681801055,80.177898698884,16.404693177982683,0.0,0.0,0.0,0.0,0.0,0.0
39,CD4,CD10,0.0,326,5701,256.0,30720,0,0.7385858585858585,68.0,1472.8999099572432,53.173347392251756,17.490439574372303,0.0,0.0,0.0,0.0,0.0,0.0
40,CD5,CD1,1.0,768,12340,313.0,37560,1,0.7448484848484846,68.0,3888.799239277284,115.70092862607416,16.068929858202665,0.7448484848484846,3888.799239277284,768.0,68.0,24680.0,115.70092862607416
41,CD5,CD2,4.0,672,10913,398.0,47760,1,0.7385858585858585,68.0,3342.8121203341752,103.29802938047865,16.239866876743815,2.954343434343434,13371.248481336701,2688.0,272.0,87304.0,413.1921175219146
42,CD5,CD3,4.0,574,9389,300.0,36000,1,0.7511111111111111,68.0,2800.686959396145,88.63960701964578,16.357563677896565,3.0044444444444443,11202.74783758458,2296.0,272.0,75112.0,354.5584280785831
43,CD5,CD4,3.0,788,12647,307.0,36840,1,0.7448484848484846,68.0,4002.6132497653857,118.44968547949668,16.049636812101205,2.234545454545454,12007.839749296158,2364.0,204.0,75882.0,355.34905643849004
44,CD5,CD5,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,CD5,CD6,1.0,261,4973,697.0,83640,1,0.6634343434343433,68.0,1134.2468051981575,47.19284666653279,19.053773587999277,0.6634343434343433,1134.2468051981575,261.0,68.0,9946.0,47.19284666653279
46,CD5,CD7,4.0,720,11641,340.0,40800,1,0.7385858585858585,68.0,3610.8098904519657,109.9605697850652,16.16931196351625,2.954343434343434,14443.239561807863,2880.0,272.0,93128.0,439.8422791402608
47,CD5,CD8,0.0,784,12585,150.0,18000,0,0.7448484848484846,68.0,3979.8060348497256,117.8995712456923,16.05327578759783,0.0,0.0,0.0,0.0,0.0,0.0
48,CD5,CD9,0.0,977,15693,150.0,18000,0,0.7511111111111111,68.0,5117.969171764539,145.79606107086158,16.063134611147213,0.0,0.0,0.0,0.0,0.0,0.0
49,CD5,CD10,1.0,670,10882,183.0,21960,1,0.7385858585858585,68.0,3331.239060261267,103.02792159389693,16.24317406768989,0.7385858585858585,3331.239060261267,670.0,68.0,21764.0,103.02792159389693
50,CD6,CD1,3.0,591,9639,298.0,35760,1,0.7511111111111111,68.0,2893.813382001775,90.95289486939632,16.310763109517442,2.253333333333333,8681.440146005325,1773.0,204.0,57834.0,272.8586846081889
51,CD6,CD2,2.0,620,10112,215.0,25800,1,0.7511111111111111,68.0,3053.5505695959478,95.59207975208034,16.311248961203273,1.5022222222222221,6107.1011391918955,1240.0,136.0,40448.0,191.18415950416068
52,CD6,CD3,4.0,463,7699,374.0,44880,1,0.7448484848484846,68.0,2193.5859028367468,72.47546335839337,16.629738919612308,2.9793939393939386,8774.343611346987,1852.0,272.0,61592.0,289.9018534335735
53,CD6,CD4,4.0,670,10882,374.0,44880,1,0.7385858585858585,68.0,3331.239060261267,103.02792159389693,16.24317406768989,2.954343434343434,13324.956241045067,2680.0,272.0,87056.0,412.11168637558774
54,CD6,CD5,8.0,261,4973,697.0,83640,1,0.6634343434343433,68.0,1134.2468051981575,47.19284666653279,19.053773587999277,5.307474747474746,9073.97444158526,2088.0,544.0,79568.0,377.5427733322623
55,CD6,CD6,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CD6,CD7,0.0,459,7641,384.0,46080,0,0.7448484848484846,68.0,2172.2698514426934,71.92566275656189,16.64871416407203,0.0,0.0,0.0,0.0,0.0,0.0
57,CD6,CD8,0.0,802,12862,164.0,19680,0,0.7448484848484846,68.0,4082.5711669401576,120.37437277353736,16.037520443586562,0.0,0.0,0.0,0.0,0.0,0.0
58,CD6,CD9,0.0,741,11929,175.0,21000,0,0.7448484848484846,68.0,3735.9206007121193,111.98872840953771,16.098648160477875,0.0,0.0,0.0,0.0,0.0,0.0
59,CD6,CD10,0.0,463,7699,171.0,20520,0,0.7448484848484846,68.0,2193.5859028367468,72.47546335839337,16.629738919612308,0.0,0.0,0.0,0.0,0.0,0.0
60,CD7,CD1,2.0,517,8484,192.0,23040,1,0.7448484848484846,68.0,2482.932979957025,79.90342987290845,16.41166183700991,1.4896969696969693,4965.86595991405,1034.0,136.0,33936.0,159.8068597458169
61,CD7,CD2,2.0,781,12539,254.0,30480,1,0.7448484848484846,68.0,3962.6972570225275,117.48596183983888,16.055959831068655,1.4896969696969693,7925.394514045055,1562.0,136.0,50156.0,234.97192367967776
62,CD7,CD3,2.0,595,9698,354.0,42480,1,0.7511111111111111,68.0,2915.772695866847,91.49727329685221,16.300393608430557,1.5022222222222221,5831.545391733694,1190.0,136.0,38792.0,182.99454659370443
63,CD7,CD4,4.0,700,11337,291.0,34920,1,0.7385858585858585,68.0,3498.820832056868,107.18564294069039,16.19660900202398,2.954343434343434,13995.283328227471,2800.0,272.0,90696.0,428.74257176276154
64,CD7,CD5,0.0,720,11641,340.0,40800,0,0.7385858585858585,68.0,3610.8098904519657,109.9605697850652,16.16931196351625,0.0,0.0,0.0,0.0,0.0,0.0
65,CD7,CD6,5.0,459,7641,384.0,46080,1,0.7448484848484846,68.0,2172.2698514426934,71.92566275656189,16.64871416407203,3.7242424242424232,10861.349257213467,2295.0,340.0,76410.0,359.62831378280947
66,CD7,CD7,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,CD7,CD8,0.0,1020,16123,55.0,6600,0,0.7448484848484846,58.0,5255.464960706284,151.30208542310038,15.807077617964703,0.0,0.0,0.0,0.0,0.0,0.0
68,CD7,CD9,2.0,421,7041,144.0,17280,1,0.7448484848484846,68.0,1970.6191726259533,65.8400033928987,16.725821843341393,1.4896969696969693,3941.2383452519066,842.0,136.0,28164.0,131.6800067857974
69,CD7,CD10,0.0,375,6396,99.0,11880,0,0.7385858585858585,68.0,1727.271027497338,59.97703665347571,17.05636827120027,0.0,0.0,0.0,0.0,0.0,0.0
70,CD8,CD1,1.0,589,9610,221.0,26520,1,0.7511111111111111,68.0,2882.838884126115,90.68075673424802,16.31609676667285,0.7511111111111111,2882.838884126115,589.0,68.0,19220.0,90.68075673424802
71,CD8,CD2,7.0,243,4743,505.0,60600,1,0.6195959595959595,68.0,1041.4039164074059,45.02081284528732,19.51973435872378,4.337171717171716,7289.827414851841,1701.0,476.0,66402.0,315.1456899170112
72,CD8,CD3,3.0,425,7098,204.0,24480,1,0.7448484848484846,68.0,1991.7671524322081,66.39010254830518,16.703273926171796,2.234545454545454,5975.301457296624,1275.0,204.0,42588.0,199.17030764491554
73,CD8,CD4,5.0,406,6824,327.0,39240,1,0.7448484848484846,68.0,1896.5405303864568,63.91628094245421,16.8094299212658,3.7242424242424232,9482.702651932284,2030.0,340.0,68240.0,319.581404712271
74,CD8,CD5,2.0,784,12585,150.0,18000,1,0.7448484848484846,68.0,3979.8060348497256,117.8995712456923,16.05327578759783,1.4896969696969693,7959.612069699451,1568.0,136.0,50340.0,235.7991424913846
75,CD8,CD6,1.0,802,12862,164.0,19680,1,0.7448484848484846,68.0,4082.5711669401576,120.37437277353736,16.037520443586562,0.7448484848484846,4082.5711669401576,802.0,68.0,25724.0,120.37437277353736
76,CD8,CD7,0.0,1020,16123,55.0,6600,0,0.7448484848484846,58.0,5255.464960706284,151.30208542310038,15.807077617964703,0.0,0.0,0.0,0.0,0.0,0.0
77,CD8,CD8,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,CD8,CD9,0.0,922,14840,63.0,7560,0,0.7511111111111111,68.0,4802.312481058159,138.2101493763187,16.096265559115537,0.0,0.0,0.0,0.0,0.0,0.0
79,CD8,CD10,0.0,670,10882,78.0,9360,0,0.7385858585858585,68.0,3331.239060261267,103.02792159389693,16.24317406768989,0.0,0.0,0.0,0.0,0.0,0.0
80,CD9,CD1,5.0,336,5842,324.0,38880,1,0.7385858585858585,68.0,1524.5901016699818,54.56245012292027,17.389484087329254,3.6929292929292923,7622.950508349909,1680.0,340.0,58420.0,272.81225061460134
81,CD9,CD2,3.0,690,11185,227.0,27240,1,0.7385858585858585,68.0,3443.000075780878,105.79744383697647,16.211340968555504,2.2157575757575754,10329.000227342634,2070.0,204.0,67110.0,317.3923315109294
82,CD9,CD3,1.0,561,9150,255.0,30600,1,0.7511111111111111,68.0,2729.691508379374,86.12109152374684,16.311582617191142,0.7511111111111111,2729.691508379374,561.0,68.0,18300.0,86.12109152374684
83,CD9,CD4,2.0,519,8514,255.0,30600,1,0.7448484848484846,68.0,2493.7117681801055,80.177898698884,16.404693177982683,1.4896969696969693,4987.423536360211,1038.0,136.0,34056.0,160.355797397768
84,CD9,CD5,1.0,977,15693,150.0,18000,1,0.7511111111111111,68.0,5117.969171764539,145.79606107086158,16.063134611147213,0.7511111111111111,5117.969171764539,977.0,68.0,31386.0,145.79606107086158
85,CD9,CD6,2.0,741,11929,175.0,21000,1,0.7448484848484846,68.0,3735.9206007121193,111.98872840953771,16.098648160477875,1.4896969696969693,7471.8412014242385,1482.0,136.0,47716.0,223.97745681907543
86,CD9,CD7,0.0,421,7041,144.0,17280,0,0.7448484848484846,68.0,1970.6191726259533,65.8400033928987,16.725821843341393,0.0,0.0,0.0,0.0,0.0,0.0
87,CD9,CD8,0.0,922,14840,63.0,7560,0,0.7511111111111111,68.0,4802.312481058159,138.2101493763187,16.096265559115537,0.0,0.0,0.0,0.0,0.0,0.0
88,CD9,CD9,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,CD9,CD10,3.0,327,5715,260.0,31200,1,0.7385858585858585,68.0,1478.0637387206505,53.312249948853164,17.480012233834376,2.2157575757575754,4434.191216161951,981.0,204.0,34290.0,159.9367498465595
90,CD10,CD1,2.0,154,3163,188.0,22560,1,0.5319191919191919,68.0,703.1991915317146,24.002624070677534,20.54052346015646,1.0638383838383838,1406.3983830634293,308.0,136.0,12652.0,48.00524814135507
91,CD10,CD2,3.0,427,7127,322.0,38640,1,0.7448484848484846,68.0,2002.3551007705144,66.66546858055354,16.692271249729366,2.234545454545454,6007.065302311543,1281.0,204.0,42762.0,199.99640574166062
92,CD10,CD3,3.0,258,4929,192.0,23040,1,0.6634343434343433,68.0,1119.6009935424993,46.72543450013862,19.104864708588554,1.9903030303030298,3358.802980627498,774.0,204.0,29574.0,140.17630350041586
93,CD10,CD4,3.0,326,5701,256.0,30720,1,0.7385858585858585,68.0,1472.8999099572432,53.173347392251756,17.490439574372303,2.2157575757575754,4418.69972987173,978.0,204.0,34206.0,159.52004217675528
94,CD10,CD5,0.0,670,10882,183.0,21960,0,0.7385858585858585,68.0,3331.239060261267,103.02792159389693,16.24317406768989,0.0,0.0,0.0,0.0,0.0,0.0
95,CD10,CD6,3.0,463,7699,171.0,20520,1,0.7448484848484846,68.0,2193.5859028367468,72.47546335839337,16.629738919612308,2.234545454545454,6580.75770851024,1389.0,204.0,46194.0,217.4263900751801
96,CD10,CD7,1.0,375,6396,99.0,11880,1,0.7385858585858585,68.0,1727.271027497338,59.97703665347571,17.05636827120027,0.7385858585858585,1727.271027497338,375.0,68.0,12792.0,59.97703665347571
97,CD10,CD8,0.0,670,10882,78.0,9360,0,0.7385858585858585,68.0,3331.239060261267,103.02792159389693,16.24317406768989,0.0,0.0,0.0,0.0,0.0,0.0
98,CD10,CD9,0.0,327,5715,260.0,31200,0,0.7385858585858585,68.0,1478.0637387206505,53.312249948853164,17.480012233834376,0.0,0.0,0.0,0.0,0.0,0.0
99,CD10,CD10,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
